Win/Loss,Optimism,Pessimism,PastUsed,FutureUsed,PresentUsed,OwnPartyCount,OppPartyCount,NumericContent,Extra,Emoti,Agree,Consc,Openn
0,0.15352349,0.106543624,0.316176471,0.389705882,0.294117647,0,3,0.001352514,3.968,2.605,3.003,4.192,4.356
0,0.141221374,0.06870229,0.311111111,0.3,0.388888889,0,6,0.001439496,4.248,3.039,3.245,2.828,3.235
0,0.131953428,0.086675291,0.402597403,0.324675325,0.272727273,0,15,0.000729129,3.335,1.684,2.202,3.355,2.46
0,0.145648313,0.053285968,0.539325843,0.337078652,0.123595506,0,0,0.001200611,3.922,4.621,3.773,2.236,2.651
0,0.148401826,0.089041096,0.333333333,0.529411765,0.137254902,0,4,0.000942211,4.395,1.492,2.636,2.766,3.179
0,0.175166297,0.059866962,0.240963855,0.493975904,0.265060241,0,7,0,3.762,2.016,2.791,3.069,3.465
0,0.120786517,0.073033708,0.222222222,0.416666667,0.361111111,1,10,0.002063476,11.725,3.932,4.586,6.821,3.254
0,0.13022113,0.063882064,0.357142857,0.333333333,0.30952381,0,11,0.000969775,3.248,2.023,2.816,2.878,3.101
0,0.114688129,0.046277666,0.320512821,0.5,0.179487179,19,15,0.001632875,3.38,2.256,3.241,2.728,3.079
0,0.116883117,0.049350649,0.673469388,0.163265306,0.163265306,0,16,0.001050604,1.764,2.804,2.996,2.624,2.018
0,0.130699088,0.064842958,0.36627907,0.395348837,0.238372093,0,7,0.000815107,3.689,2.815,3.128,3.229,3.515
0,0.122601279,0.07249467,0.208333333,0.25,0.541666667,0,4,0.002811245,4.075,2.46,2.75,3.378,2.705
0,0.114180479,0.068139963,0.260869565,0.445652174,0.293478261,0,8,0.001054157,3.355,2.289,2.891,2.98,2.864
0,0.142572283,0.072781655,0.467889908,0.440366972,0.091743119,0,12,0.000930099,4.226,2.663,3.37,3.616,3.353
0,0.146086957,0.069565217,0.338345865,0.578947368,0.082706767,2,5,0.000318911,2.254,2.477,3.098,2.334,2.84
0,0.132075472,0.079759863,0.504065041,0.284552846,0.211382114,0,21,0.001661034,3.464,2.784,3.398,3.858,2.917
0,0.135514019,0.087227414,0.363636364,0.454545455,0.181818182,0,7,0.000381061,3.488,2.98,3.462,3.607,3.182
0,0.071428571,0.081632653,0.541666667,0.333333333,0.125,2,1,0.002927781,1.953,4.326,4.425,3.232,4.074
0,0.106134372,0.05842259,0.463157895,0.178947368,0.357894737,0,17,0.001069019,3.364,3.053,3.821,4.01,3.262
0,0.15625,0,0.4375,0.5625,0,1,1,0.001414427,0.765,4.484,5.037,3.862,0.163
0,0.060402685,0.10738255,0.608695652,0.304347826,0.086956522,1,3,0.010248112,-0.094,5.856,6.4,0.517,2.905
0,0.143385754,0.061054579,0.402985075,0.417910448,0.179104478,0,22,0.001466089,3.465,2.967,3.363,3.399,3.317
0,0.05625,0.0125,0.5,0.3125,0.1875,2,1,0.002587322,2.533,4.445,3.883,2.719,2.275
0,0.09039548,0.04519774,0.608695652,0.173913043,0.217391304,2,5,0.003210846,1.071,4.452,4.103,2.153,2.551
0,0.105263158,0.084210526,0.538461538,0.307692308,0.153846154,1,1,0.002235469,0.031,6.468,2.973,-0.537,-0.477
0,0.178253119,0.065953654,0.430769231,0.384615385,0.184615385,0,7,0.001035792,3.086,2.501,3.307,3.63,3.139
0,0.133928571,0.060267857,0.357142857,0.37755102,0.265306122,0,12,0.000777242,3.531,2.785,3.724,3.641,3.187
0,0.1937046,0.050847458,0.509803922,0.362745098,0.12745098,2,0,0.001019128,4.64,3.691,4.134,2.852,4.246
0,0.100820633,0.100820633,0.395348837,0.348837209,0.255813953,0,10,0.001948843,3.868,3.15,3.775,3.493,2.931
0,0.149253731,0.085820896,0.565217391,0.217391304,0.217391304,1,0,0.000598802,2.147,3.41,3.599,3.447,5.027
0,0.115674769,0.073763621,0.428571429,0.328571429,0.242857143,0,5,0.002248388,3.262,3.869,4.166,3.184,2.782
0,0.164539007,0.089361702,0.492063492,0.301587302,0.206349206,0,5,0.001330925,3.49,2.904,3.401,3.426,3.594
0,0.149714286,0.054857143,0.431578947,0.463157895,0.105263158,0,8,0.000311357,3.699,2.365,3.062,2.922,3.128
0,0.061538462,0.030769231,0.333333333,0.666666667,0,7,1,0,6.42,2.277,0.701,0.658,1.285
0,0.131360947,0.056804734,0.435643564,0.257425743,0.306930693,0,7,0.001943477,3.538,3.216,3.629,2.712,2.406
0,0.086419753,0.111111111,0.230769231,0.538461538,0.230769231,0,2,0.001509814,3.599,3.103,3.182,1.887,2.64
0,0.139737991,0.056768559,0.454545455,0.272727273,0.272727273,1,3,0.00166419,3.198,3.143,4.013,3.97,3.415
0,0.145280236,0.103982301,0.444444444,0.388888889,0.166666667,0,14,0.000677048,3.915,2.82,3.834,4.103,4.632
0,0.14516129,0.087557604,0.444444444,0.347222222,0.208333333,0,0,0.000875936,3.947,2.385,3.576,3.909,4.727
0,0.163366337,0.073019802,0.793650794,0.142857143,0.063492063,0,0,0.002594514,3.265,4.318,4.605,3.507,4.964
0,0.198369565,0.059782609,0.242424242,0.424242424,0.333333333,0,0,0.00042508,4.376,2.676,3.986,2.82,3.404
0,0.105756359,0.074966533,0.263157895,0.452631579,0.284210526,0,11,0.002077235,3.959,2.311,2.663,2.348,2.148
0,0.149667406,0.087583149,0.597014925,0.313432836,0.089552239,0,0,0.002236975,3.848,3.272,3.597,3.262,4.196
0,0.090909091,0.105751391,0.605633803,0.323943662,0.070422535,16,3,0.000535332,2.834,3.262,3.306,3.409,3.653
0,0.107051827,0.05097706,0.429292929,0.404040404,0.166666667,1,10,0.002984745,3.252,3.571,3.899,3.136,3.125
0,0.148393195,0.063327032,0.459459459,0.452702703,0.087837838,1,0,0.001270567,3.409,3.83,3.997,3.258,4.131
0,0.15034965,0.103496503,0.483606557,0.286885246,0.229508197,0,4,0.001151266,5.268,2.105,3.006,4.18,4.384
0,0.112446352,0.067811159,0.406976744,0.244186047,0.348837209,0,12,0.002184248,4.47,3.203,3.652,3.683,3.543
0,0.149032992,0.052332196,0.269565217,0.304347826,0.426086957,1,10,0.00261976,3.752,2.864,3.72,3.89,2.992
0,0.214876033,0.045454545,0.375,0.575,0.05,6,1,0.000807754,4.782,3.581,3.797,1.434,2.281
1,0.141818182,0.056969697,0.401869159,0.504672897,0.093457944,0,0,0.000422012,4.555,3.878,4.371,3.253,3.793
1,0.132116004,0.088077336,0.511363636,0.272727273,0.215909091,0,0,0.000279096,4.666,3.453,3.279,2.788,3.177
1,0.144927536,0.082693947,0.506329114,0.373417722,0.120253165,0,0,0.000788548,3.948,2.98,3.501,3.384,4.401
1,0.118846695,0.0604782,0.524886878,0.375565611,0.099547511,2,0,0.000972146,4.945,4.543,3.788,2.871,3.601
1,0.115164835,0.087472527,0.416666667,0.319444444,0.263888889,0,0,0.002090526,4.876,2.889,3.284,3.69,4.459
1,0.073142857,0.074285714,0.496350365,0.372262774,0.131386861,1,0,0.001315972,4.004,3.696,3.169,2.801,2.637
1,0.088576665,0.07574832,0.39893617,0.441489362,0.159574468,0,0,0.002238459,4.713,3.888,4.054,3.206,4.132
1,0.116107383,0.056375839,0.356321839,0.390804598,0.252873563,0,0,0.00145723,4.388,3.249,3.509,3.989,3.471
1,0.109513274,0.088495575,0.524475524,0.342657343,0.132867133,0,0,0.00181311,3.245,4.2,4.273,3.218,3.307
1,0.076975017,0.07359892,0.434782609,0.329192547,0.236024845,0,0,0.002290732,4.402,3.43,3.68,3.901,3.501
1,0.099304238,0.069576218,0.41350211,0.434599156,0.151898734,5,0,0.00170663,5.425,4.49,4.001,2.696,4.156
1,0.086410055,0.058130401,0.625,0.198529412,0.176470588,0,0,0.002621302,4.17,3.804,3.909,3.019,3.186
1,0.067961165,0.066990291,0.46835443,0.417721519,0.113924051,0,0,0.001265518,4.131,3.759,3.503,2.976,3.146
1,0.09450727,0.05815832,0.507575758,0.265151515,0.227272727,1,0,0.001646723,3.718,4.107,3.542,2.38,3.583
1,0.139273356,0.084775087,0.439759036,0.43373494,0.126506024,0,0,0.000892758,5.113,4.082,3.84,2.478,4.343
1,0.10472973,0.047297297,0.35443038,0.379746835,0.265822785,0,0,0.000789323,4.073,3.423,3.907,2.875,3.068
1,0.078045222,0.071480671,0.316384181,0.446327684,0.237288136,0,0,0.001955573,3.657,3.46,4.173,3.871,3.179
1,0.070967742,0.084946237,0.454545455,0.309090909,0.236363636,0,0,0.001373815,3.505,4.205,3.991,2.96,3.234
1,0.076576577,0.058558559,0.446969697,0.431818182,0.121212121,1,0,0.001154891,3.752,3.597,3.143,2.305,2.638
1,0.097096189,0.117059891,0.347540984,0.432786885,0.219672131,0,0,0.002257121,4.808,1.575,2.023,3.34,4.411
1,0.132104455,0.071428571,0.331683168,0.495049505,0.173267327,2,0,0.002155637,4.441,2.279,3.112,3.714,4.328
1,0.094155844,0.063311688,0.326633166,0.512562814,0.16080402,0,0,0.001035572,4.359,3.258,3.27,2.519,3.879
1,0.109090909,0.093602694,0.396226415,0.486792453,0.116981132,0,0,0.001602207,4.192,2.005,2.484,2.749,4.024
1,0.145896657,0.082066869,0.463276836,0.344632768,0.192090395,0,0,0.000758483,4.29,3.096,3.784,4.021,3.967
1,0.107114934,0.070367475,0.331360947,0.461538462,0.207100592,0,0,0.002168455,3.715,3.193,3.551,3.056,3.163
1,0.100275989,0.129714811,0.447204969,0.366459627,0.186335404,1,0,0.000865801,3.974,3.51,3.658,3.471,4.142
1,0.103742613,0.078135259,0.4140625,0.390625,0.1953125,1,0,0.001176125,4.215,3.306,3.282,3.013,4.136
1,0.101800124,0.057107387,0.328205128,0.317948718,0.353846154,0,0,0.002173728,4.522,2.997,3.304,3.681,3.853
1,0.109429569,0.09895227,0.460992908,0.340425532,0.19858156,1,0,0.001186074,3.117,3.236,2.571,1.923,3.325
1,0.103785623,0.055295619,0.365853659,0.445993031,0.18815331,34,0,0.000773335,5.414,3.444,3.458,3.971,3.661
1,0.075642965,0.054462935,0.43956044,0.472527473,0.087912088,1,0,0.000308166,3.265,4.387,4.513,3.434,4.308
1,0.091954023,0.063218391,0.28030303,0.5,0.21969697,0,0,0.001331558,3.294,3.298,3.231,2.905,3.417
1,0.117443869,0.046632124,0.33908046,0.465517241,0.195402299,0,0,0.001025332,3.733,3.784,3.883,2.754,3.106
1,0.108490566,0.061320755,0.415384615,0.353846154,0.230769231,13,0,0.001106501,3.157,3.856,4.314,3.644,2.796
1,0.107081174,0.077720207,0.289719626,0.448598131,0.261682243,0,0,0.000506432,3.082,2.436,3.274,3.696,4.009
1,0.086393089,0.057235421,0.498422713,0.334384858,0.167192429,75,0,0.001421045,5.661,4.044,4.031,4.212,3.527
1,0.07977208,0.051282051,0.409836066,0.409836066,0.180327869,0,0,0.00126651,3.491,3.227,3.385,2.469,3.076
1,0.097186701,0.043478261,0.336898396,0.454545455,0.20855615,0,0,0.001125054,3.952,3.034,3.737,3.248,3.463
1,0.093639576,0.074204947,0.339805825,0.388349515,0.27184466,0,0,0.000723739,2.938,2.717,3.524,3.474,3.987
1,0.101926164,0.037720706,0.440993789,0.217391304,0.341614907,0,0,0.002187325,3.953,3.289,3.756,3.549,4.07
1,0.104100946,0.099369085,0.448717949,0.371794872,0.179487179,0,0,0.001370874,3.063,2.081,1.981,2.745,3.86
1,0.112130479,0.094801223,0.48,0.44,0.08,0,0,0.000653381,3.28,2.953,3.846,3.864,4.302
1,0.100078186,0.049257232,0.477272727,0.325757576,0.196969697,41,0,0.001250902,4.491,4.006,4.473,3.75,2.991
1,0.080645161,0.062211982,0.5,0.239130435,0.260869565,2,0,0.000561877,3.502,3.086,3.845,4.08,4.015
1,0.105882353,0.075294118,0.271428571,0.528571429,0.2,0,0,0.00058148,3.416,2.814,4.589,4.268,4.206
1,0.102908277,0.118568233,0.420634921,0.492063492,0.087301587,1,0,0.00021254,4.998,2.791,3.28,3.251,3.751
1,0.085507246,0.07826087,0.430232558,0.244186047,0.325581395,0,0,0.001635087,3.083,2.705,3.164,2.99,3.232
1,0.171428571,0.054421769,0.139534884,0.759689922,0.100775194,2,0,0.000658762,2.563,3.706,4.18,2.979,3.925
1,0.095952024,0.05922039,0.58,0.3,0.12,26,1,0.001762712,4.416,4.221,3.863,3.122,3.175
1,0.109473684,0.046315789,0.619047619,0.301587302,0.079365079,0,0,0.000274952,3.513,3.629,3.814,2.757,3.859
1,0.09,0.06,0.527777778,0.277777778,0.194444444,0,0,0.001108402,2.342,3.762,3.89,2.792,2.917
1,0.096711799,0.056092843,0.411764706,0.361344538,0.226890756,0,0,0.000851677,4.202,3.744,4.048,3.373,3.74
1,0.091358025,0.059259259,0.365517241,0.344827586,0.289655172,0,1,0.001066439,4.557,2.672,3.256,3.605,3.824
1,0.079918033,0.071721311,0.468085106,0.319148936,0.212765957,12,2,0.001469328,3.357,4.183,4.358,3.055,2.758
1,0.196196196,0.037037037,0.192488263,0.671361502,0.136150235,3,0,0.000580678,3.279,2.773,3.114,2.706,3.448
1,0.105156724,0.066734075,0.345323741,0.410071942,0.244604317,0,0,0.00127972,4.293,3.043,3.628,3.516,3.678
1,0.083660131,0.044444444,0.436363636,0.409090909,0.154545455,0,8,0.001156834,4.084,2.825,3.436,3.374,2.785
1,0.103937008,0.070866142,0.329545455,0.454545455,0.215909091,0,5,0.000398923,4.008,3.476,3.641,3.245,3.384
1,0.096357227,0.067567568,0.423529412,0.258823529,0.317647059,0,1,0.001883779,4.305,3.679,3.733,3.541,3.402
1,0.12379936,0.056029883,0.326860841,0.478964401,0.194174757,5,3,0.001585624,4.728,3.053,4.024,3.626,3.539
1,0.082914573,0.060301508,0.477272727,0.204545455,0.318181818,0,0,0.001410437,2.496,3.955,3.891,2.642,3.122
1,0.083056478,0.049833887,0.373333333,0.346666667,0.28,0,3,0.001432518,4.345,3.222,3.454,3.538,3.162
1,0.080912863,0.085062241,0.428571429,0.346938776,0.224489796,0,1,0.001110803,3.442,2.629,3.385,4.209,4.469
1,0.075630252,0.086834734,0.536585366,0.341463415,0.12195122,9,0,0.001536807,4.071,4.62,3.719,1.764,3.201
1,0.110274341,0.112963959,0.605405405,0.32972973,0.064864865,1,1,0.000214293,4.287,3.685,4.23,3.988,4.825
1,0.117384013,0.081050866,0.425339367,0.34841629,0.226244344,0,10,0.001475213,4.284,2.023,2.859,3.59,4.319
1,0.093333333,0.111794872,0.43373494,0.512048193,0.054216867,21,0,0.000932999,3.98,3.749,3.969,3.488,3.941
